Date,Region,Product,Salesperson,Customer_Type,Units_Sold,Unit_Price,Discount,Revenue,Cost,Gross_Profit,Gross_Margin,Sales_Target
2025-05-02,Abuja,Product B,Salesperson 8,Retail,326,22000,0.002,7157656.0,4746435.5259337295,2411220.4740662705,0.3368729195795761,8047063.679518201
2025-05-02,Kano,Product B,Salesperson 6,Corporate,147,22000,0.084,2962344.0,1775835.1805054338,1186508.8194945662,0.40053039737942864,2986210.9209296093
2025-05-03,Abuja,Product B,Salesperson 3,Retail,465,22000,0.144,8756880.0,5132017.493731862,3624862.506268138,0.4139445220521622,9871858.823395051
2025-05-04,Abuja,Product E,Salesperson 4,SME,155,60000,0.1,8370000.0,6354485.155284459,2015514.8447155412,0.2408022514594434,7544172.154571573
2025-05-04,Lagos,Product A,Salesperson 8,Retail,297,15000,0.04,4276800.0,2692538.08653939,1584261.91346061,0.37043161089146326,4592898.518646686
2025-05-05,Port Harcourt,Product B,Salesperson 6,SME,232,22000,0.041,4894736.0,3110294.2453357507,1784441.7546642493,0.36456343195307145,5378803.164067406
2025-05-06,Ibadan,Product E,Salesperson 5,SME,213,60000,0.058,12038760.0,8453022.49168834,3585737.508311659,0.2978494054463798,11945106.036301544
2025-05-06,Port Harcourt,Product A,Salesperson 1,Corporate,95,15000,0.034,1376550.0,872315.4174425645,504234.5825574355,0.3663031365060735,1566896.2661112102
2025-05-06,Kano,Product C,Salesperson 2,SME,124,30000,0.01,3682800.0,2769694.1999314264,913105.8000685736,0.24793792768235406,3498409.8274984155
2025-05-06,Ibadan,Product E,Salesperson 8,SME,423,60000,0.042,24314040.0,13811864.022216296,10502175.977783704,0.4319387472334381,22554562.789020773
2025-05-07,Ibadan,Product A,Salesperson 1,Retail,363,15000,0.05,5172750.0,3160731.4960096,2012018.5039904001,0.38896496138232084,4897524.932559592
2025-05-07,Ibadan,Product A,Salesperson 5,Corporate,313,15000,0.149,3995445.0,2329536.8308289517,1665908.1691710483,0.41695184620763104,4357684.588154857
2025-05-07,Ibadan,Product A,Salesperson 6,Corporate,464,15000,0.011,6883440.0,5217067.867001227,1666372.132998773,0.2420842097844643,7443428.706317855
2025-05-08,Lagos,Product A,Salesperson 3,Corporate,393,15000,0.104,5281920.0,4090758.31899672,1191161.68100328,0.22551679711227735,5928864.160681755
2025-05-08,Kano,Product B,Salesperson 2,Corporate,291,22000,0.011,6331578.0,3885789.794625699,2445788.205374301,0.38628414675998635,6478842.782192822
2025-05-08,Port Harcourt,Product C,Salesperson 2,Corporate,362,30000,0.085,9936900.0,7123163.504533296,2813736.4954667035,0.28316039161777856,10010794.219302697
2025-05-09,Abuja,Product A,Salesperson 5,Corporate,62,15000,0.115,823050.0,456867.58478156035,366182.41521843965,0.4449090762632157,880072.4448676874
2025-05-10,Port Harcourt,Product B,Salesperson 1,SME,120,22000,0.097,2383920.0,1487524.0477256943,896395.9522743057,0.3760176315792081,2274372.066255326
2025-05-10,Lagos,Product A,Salesperson 2,SME,315,15000,0.13,4110750.0,2499362.935675588,1611387.064324412,0.3919934475033539,3714144.4939600355
2025-05-10,Lagos,Product C,Salesperson 7,SME,486,30000,0.044,13938480.0,8312640.439702051,5625839.560297949,0.4036193014086148,15309995.757595161
2025-05-10,Port Harcourt,Product E,Salesperson 1,Retail,315,60000,0.03,18333000.0,13412879.863182396,4920120.136817604,0.2683750688276662,16734049.08035252
2025-05-10,Abuja,Product B,Salesperson 5,Corporate,289,22000,0.051,6033742.0,3714939.458490437,2318802.541509563,0.3843058820727772,5579996.350628085
2025-05-11,Abuja,Product B,Salesperson 3,Corporate,167,22000,0.137,3170662.0,2347840.125449632,822821.8745503682,0.2595110656860833,3104646.535888679
2025-05-11,Kano,Product E,Salesperson 2,Corporate,246,60000,0.14,12693600.0,9781994.712020088,2911605.287979912,0.2293758498755209,14000601.918248722
2025-05-11,Lagos,Product B,Salesperson 2,Retail,134,22000,0.076,2723952.0,2123816.2980676666,600135.7019323334,0.22031801659219158,2514136.9359514043
2025-05-11,Kano,Product A,Salesperson 7,SME,332,15000,0.135,4307700.0,2604559.084317098,1703140.915682902,0.3953712922633661,4211898.588218492
2025-05-11,Lagos,Product C,Salesperson 3,SME,162,30000,0.093,4408020.0,2826795.1679806,1581224.8320193999,0.3587154395895209,4257446.024953978
2025-05-12,Port Harcourt,Product A,Salesperson 7,SME,122,15000,0.01,1811700.0,1269209.7597471518,542490.2402528482,0.2994371254914435,1951777.0258855498
2025-05-12,Abuja,Product D,Salesperson 7,Corporate,49,45000,0.098,1988910.0,1533858.0724854,455051.9275146001,0.22879462998054215,2115008.3620817093
2025-05-13,Port Harcourt,Product E,Salesperson 4,SME,299,60000,0.126,15679560.0,11560038.099578712,4119521.900421288,0.26273198357742744,15065320.794481153
2025-05-13,Port Harcourt,Product D,Salesperson 1,Retail,286,45000,0.066,12020580.0,7159870.0336672235,4860709.9663327765,0.4043656767254805,10958855.713928359
2025-05-13,Lagos,Product B,Salesperson 2,Retail,46,22000,0.131,879428.0,552295.5488860181,327132.4511139819,0.37198321080745883,970540.9614420267
2025-05-13,Abuja,Product A,Salesperson 2,Retail,304,15000,0.082,4186080.0,2779718.194954857,1406361.8050451428,0.335961521290836,4215246.004683953
2025-05-13,Lagos,Product C,Salesperson 3,Retail,402,30000,0.125,10552500.0,6726527.905791913,3825972.094208087,0.36256546734973577,10289286.648635121
2025-05-14,Lagos,Product E,Salesperson 6,SME,229,60000,0.145,11747700.0,8617254.357009929,3130445.6429900713,0.26647306647174096,12376679.79538108
2025-05-14,Port Harcourt,Product C,Salesperson 2,SME,186,30000,0.104,4999680.0,3028023.081456333,1971656.918543667,0.3943566225325755,4677277.646875072
2025-05-15,Ibadan,Product A,Salesperson 2,Retail,330,15000,0.115,4380750.0,3183652.4396782774,1197097.5603217226,0.27326315364303433,4552641.968889459
2025-05-15,Abuja,Product A,Salesperson 5,Retail,405,15000,0.113,5388525.0,3798419.020047429,1590105.979952571,0.29509113903203027,5539981.014951724
2025-05-17,Ibadan,Product B,Salesperson 6,Retail,170,22000,0.075,3459500.0,2304053.160699964,1155446.839300036,0.3339924380112837,3153835.8274120977
2025-05-17,Lagos,Product B,Salesperson 3,SME,388,22000,0.135,7383640.0,4978099.663383052,2405540.3366169482,0.32579328578004185,6903822.570766254
2025-05-17,Port Harcourt,Product E,Salesperson 6,SME,38,60000,0.114,2020080.0,1430214.7441925963,589865.2558074037,0.2920009384813491,2089812.930742255
2025-05-17,Port Harcourt,Product E,Salesperson 2,SME,137,60000,0.116,7266480.0,4719223.885772283,2547256.114227717,0.3505488371574293,7588162.423833718
2025-05-18,Lagos,Product A,Salesperson 6,Retail,128,15000,0.15,1632000.0,1018722.5562887307,613277.4437112693,0.37578274737210127,1656136.9251933717
2025-05-19,Abuja,Product D,Salesperson 7,SME,244,45000,0.122,9640440.0,5901042.960957139,3739397.039042861,0.3878865527966422,10938490.530241733
2025-05-19,Lagos,Product A,Salesperson 6,SME,364,15000,0.018,5361720.0,3581846.6160229724,1779873.3839770276,0.3319594055596017,5977954.253269897
2025-05-20,Lagos,Product D,Salesperson 8,Corporate,287,45000,0.126,11287710.0,7151493.802708766,4136216.1972912336,0.3664353706191277,12073315.275654355
2025-05-20,Lagos,Product C,Salesperson 5,SME,167,30000,0.029,4864710.0,3160036.8148157154,1704673.1851842846,0.35041619853686745,5322927.094329853
2025-05-21,Port Harcourt,Product C,Salesperson 8,Corporate,369,30000,0.07,10295100.0,6815497.13290531,3479602.86709469,0.3379863106812649,10176463.967974247
2025-05-21,Abuja,Product C,Salesperson 1,Corporate,195,30000,0.025,5703750.0,4049447.7287779404,1654302.2712220596,0.2900376543891404,6241558.293214415
2025-05-21,Abuja,Product B,Salesperson 1,Retail,432,22000,0.014,9370944.0,6667261.290018182,2703682.7099818178,0.28851764667271707,9463360.772844363
2025-05-22,Kano,Product E,Salesperson 6,SME,157,60000,0.032,9118560.0,5625981.57988668,3492578.4201133205,0.38301863672699643,9556684.422913663
2025-05-23,Port Harcourt,Product A,Salesperson 3,SME,281,15000,0.1,3793500.0,2764018.3507565497,1029481.6492434503,0.27138042684683017,3759384.551116364
2025-05-23,Ibadan,Product E,Salesperson 8,SME,239,60000,0.093,13006380.0,7792895.334281858,5213484.665718142,0.4008405617641605,12978345.051491093
2025-05-23,Port Harcourt,Product A,Salesperson 2,Corporate,352,15000,0.047,5031840.0,3082142.7262087627,1949697.2737912373,0.38747203285303927,5368889.921853905
2025-05-23,Lagos,Product C,Salesperson 5,SME,127,30000,0.03,3695700.0,2520790.8259812244,1174909.1740187756,0.317912485867028,3418862.0379056977
2025-05-24,Ibadan,Product D,Salesperson 5,SME,161,45000,0.091,6585705.0,4135579.6156585757,2450125.3843414243,0.37203691698025104,6635792.428051116
2025-05-24,Kano,Product C,Salesperson 4,SME,93,30000,0.145,2385450.0,1456428.43518239,929021.56481761,0.3894533797889748,2404732.7253663903
2025-05-24,Port Harcourt,Product D,Salesperson 5,Retail,331,45000,0.003,14850315.0,9443902.908225901,5406412.091774099,0.36406043183421355,13368784.619647907
2025-05-24,Ibadan,Product C,Salesperson 4,Retail,158,30000,0.058,4465080.0,3154179.810440994,1310900.1895590061,0.2935894070339179,4748502.23265761
2025-05-24,Port Harcourt,Product D,Salesperson 2,Corporate,162,45000,0.103,6539130.0,4549358.51824519,1989771.4817548096,0.3042868824682809,6876211.586594081
2025-05-25,Ibadan,Product A,Salesperson 1,Corporate,420,15000,0.067,5877900.0,4283212.030556452,1594687.9694435475,0.27130233066972004,6443945.984326198
2025-05-25,Lagos,Product A,Salesperson 3,Corporate,234,15000,0.088,3201120.0,2035657.017200047,1165462.982799953,0.36407975421101146,3532449.313101889
2025-05-25,Lagos,Product E,Salesperson 3,Corporate,209,60000,0.007,12452220.0,8430291.463974068,4021928.536025932,0.32298887556001515,14193786.23072001
2025-05-25,Kano,Product E,Salesperson 4,Corporate,406,60000,0.027,23702280.0,17063867.75734718,6638412.242652819,0.2800748384819021,26986577.193289872
2025-05-25,Port Harcourt,Product C,Salesperson 7,SME,403,30000,0.126,10566660.0,6915691.587222177,3650968.4127778234,0.3455177333971021,11086689.879144263
2025-05-25,Lagos,Product E,Salesperson 2,SME,308,60000,0.075,17094000.0,10669012.3285602,6424987.6714398,0.37586215464138295,18387942.625568792
2025-05-26,Abuja,Product A,Salesperson 5,Corporate,158,15000,0.066,2213580.0,1675298.373741498,538281.626258502,0.2431724293942401,2158177.2691181824
2025-05-26,Port Harcourt,Product D,Salesperson 7,Corporate,288,45000,0.089,11806560.0,9144136.265790794,2662423.734209206,0.22550376521266194,12804075.947863381
2025-05-26,Abuja,Product E,Salesperson 1,Retail,241,60000,0.122,12695880.0,9845760.106196372,2850119.893803628,0.2244917165098936,13477951.720125146
2025-05-26,Port Harcourt,Product D,Salesperson 6,Retail,386,45000,0.091,15789330.0,10981727.191902298,4807602.8080977015,0.3044842819864872,16479929.609813893
2025-05-27,Abuja,Product D,Salesperson 7,Corporate,119,45000,0.142,4594590.0,3256926.7604866684,1337663.2395133316,0.2911387609151919,5124402.953167064
2025-05-27,Lagos,Product C,Salesperson 6,Corporate,132,30000,0.093,3591720.0,2610273.8647398404,981446.1352601596,0.2732524069972491,4042248.903167173
2025-05-27,Kano,Product D,Salesperson 6,Retail,235,45000,0.081,9718425.0,6397399.620745083,3321025.3792549167,0.34172464975085126,10113749.982651362
2025-05-27,Ibadan,Product C,Salesperson 4,SME,176,30000,0.035,5095200.0,3907959.625191759,1187240.3748082411,0.23301153532898436,5558413.590028077
2025-05-28,Lagos,Product A,Salesperson 3,SME,15,15000,0.1,202500.0,152273.21529960906,50226.78470039094,0.2480335046932886,187298.88047490906
2025-05-28,Lagos,Product B,Salesperson 8,SME,166,22000,0.095,3305060.0,2096895.2420385862,1208164.7579614138,0.3655500226808027,3148013.3248976916
2025-05-28,Ibadan,Product D,Salesperson 3,Retail,365,45000,0.141,14109075.0,7922455.00854773,6186619.99145227,0.43848515876854227,14762396.87972542
2025-05-29,Port Harcourt,Product D,Salesperson 7,SME,350,45000,0.02,15435000.0,11522220.95617778,3912779.0438222196,0.25350042395997535,17032780.673339453
2025-05-29,Kano,Product C,Salesperson 6,SME,20,30000,0.04,576000.0,413835.5892676366,162164.4107323634,0.281535435299242,580983.5021568844
2025-05-30,Ibadan,Product A,Salesperson 7,SME,376,15000,0.123,4946280.0,3231155.9073020415,1715124.0926979585,0.3467503038036582,4967369.993468276
2025-05-31,Lagos,Product E,Salesperson 3,Retail,163,60000,0.141,8401020.0,6312651.757848648,2088368.2421513516,0.24858508159144385,8418845.68093694
2025-05-31,Lagos,Product A,Salesperson 6,SME,405,15000,0.023,5935275.0,4164223.2177446093,1771051.7822553907,0.2983942247419691,6169917.428846111
2025-05-31,Kano,Product A,Salesperson 1,SME,439,15000,0.114,5834310.0,4245983.311227563,1588326.6887724372,0.27223899463217366,5776642.263898948
2025-06-01,Abuja,Product C,Salesperson 1,SME,425,30000,0.078,11755500.0,8891935.217934614,2863564.782065386,0.24359361848202,10690884.646152666
2025-06-01,Port Harcourt,Product A,Salesperson 8,SME,302,15000,0.078,4176660.0,3059747.021191967,1116912.9788080328,0.26741774020581827,3903898.921034465
2025-06-01,Ibadan,Product A,Salesperson 2,Corporate,308,15000,0.071,4291980.0,3066638.92219439,1225341.07780561,0.2854955236989944,3884542.310452573
2025-06-02,Ibadan,Product C,Salesperson 6,Retail,328,30000,0.07,9151200.0,6636457.766752082,2514742.233247918,0.27479917751201133,8903149.333435437
2025-06-02,Kano,Product D,Salesperson 1,Corporate,299,45000,0.011,13306995.0,8140864.363950976,5166130.636049024,0.38822669100341767,12986698.802708294
2025-06-02,Ibadan,Product B,Salesperson 2,SME,212,22000,0.108,4160288.0,2782536.9876591912,1377751.0123408088,0.33116722023590883,4298649.362148213
2025-06-02,Kano,Product B,Salesperson 7,Retail,71,22000,0.043,1494834.0,1021558.4918054753,473275.5081945247,0.31660740135327714,1552576.655418437
2025-06-03,Kano,Product C,Salesperson 1,SME,258,30000,0.008,7678080.0,4243908.304370068,3434171.695629932,0.44726959026604723,7629201.635352823
2025-06-03,Ibadan,Product B,Salesperson 2,Retail,233,22000,0.07,4767180.0,2794640.6964384825,1972539.3035615175,0.4137748739425651,5221188.130501096
2025-06-03,Port Harcourt,Product C,Salesperson 5,Retail,48,30000,0.091,1308960.0,776545.0624710437,532414.9375289563,0.4067465297098126,1222645.1001318232
2025-06-04,Kano,Product A,Salesperson 4,SME,16,15000,0.042,229920.0,162109.8129152303,67810.18708476971,0.2949294845370986,264034.46969154524
2025-06-05,Lagos,Product E,Salesperson 3,SME,168,60000,0.118,8890560.0,5132841.17542247,3757718.82457753,0.4226639069504654,8367506.712259237
2025-06-05,Ibadan,Product D,Salesperson 8,Corporate,80,45000,0.079,3315600.0,2186527.8237952837,1129072.1762047163,0.3405332899640235,3285886.2717558076
2025-06-06,Ibadan,Product B,Salesperson 3,SME,103,22000,0.054,2143636.0,1652320.4864748649,491315.5135251351,0.22919726741160118,2244892.601727925
2025-06-06,Kano,Product B,Salesperson 6,SME,138,22000,0.011,3002604.0,2026751.90526167,975852.09473833,0.3250019299042864,3405469.328840622
2025-06-06,Kano,Product B,Salesperson 8,SME,402,22000,0.018,8684808.0,5742624.3377717985,2942183.6622282015,0.3387735989360043,9481666.339119306
2025-06-06,Lagos,Product D,Salesperson 5,Retail,191,45000,0.064,8044919.999999999,4543207.755982372,3501712.244017627,0.43526998951109863,7697878.752022746
2025-06-06,Port Harcourt,Product A,Salesperson 5,Retail,234,15000,0.096,3173040.0,2368382.905149244,804657.0948507562,0.25359185350665486,2858423.4442907083
2025-06-07,Port Harcourt,Product A,Salesperson 4,SME,482,15000,0.141,6210570.0,3944173.9164120397,2266396.0835879603,0.3649256161009312,6676838.408060038
2025-06-07,Kano,Product C,Salesperson 1,SME,289,30000,0.037,8349210.0,5071890.566109417,3277319.433890583,0.3925304829906761,8582783.577481389
2025-06-08,Kano,Product D,Salesperson 3,SME,268,45000,0.054,11408760.0,6277194.925092102,5131565.074907898,0.44979165789339925,10341490.947043348
2025-06-08,Abuja,Product A,Salesperson 2,SME,136,15000,0.006,2027760.0,1539202.8714795355,488557.1285204645,0.24093439485958126,2063501.8447443703
2025-06-08,Port Harcourt,Product A,Salesperson 1,SME,488,15000,0.055,6917400.0,5015149.855264279,1902250.144735721,0.27499496121891476,6579254.522573677
2025-06-09,Ibadan,Product B,Salesperson 7,Corporate,346,22000,0.062,7140056.0,5030178.829105669,2109877.1708943313,0.2954986866901788,7290841.146743575
2025-06-09,Port Harcourt,Product E,Salesperson 5,SME,421,60000,0.065,23618100.0,16819147.17351125,6798952.826488748,0.28787043947179275,22355977.89431448
2025-06-09,Abuja,Product C,Salesperson 5,Retail,319,30000,0.141,8220630.0,6191535.442124069,2029094.5578759313,0.246829568764916,8512216.102209922
2025-06-09,Lagos,Product E,Salesperson 7,Retail,144,60000,0.074,8000640.0,5146751.385244261,2853888.6147557395,0.3567075402412481,8250528.157940413
2025-06-10,Port Harcourt,Product D,Salesperson 5,Retail,472,45000,0.086,19413360.0,13702931.258168746,5710428.741831254,0.29414942811709327,18455586.94577304
2025-06-10,Lagos,Product C,Salesperson 8,SME,312,30000,0.09,8517600.0,4971431.863354985,3546168.1366450153,0.41633419468453736,8141574.6731731435
2025-06-10,Lagos,Product C,Salesperson 4,Corporate,284,30000,0.07,7923599.999999999,5435208.772158758,2488391.2278412413,0.3140480624768087,7482475.862103006
2025-06-10,Kano,Product B,Salesperson 2,SME,481,22000,0.014,10433852.0,6704799.877064128,3729052.1229358716,0.35739936918176257,10362038.245801494
2025-06-10,Ibadan,Product E,Salesperson 3,Corporate,112,60000,0.132,5832960.0,4346348.932158827,1486611.0678411731,0.25486392292098237,6297455.109338584
2025-06-10,Abuja,Product A,Salesperson 1,Retail,477,15000,0.115,6332175.0,4232636.80263656,2099538.19736344,0.3315666729620454,6368389.450428406
2025-06-11,Lagos,Product E,Salesperson 2,Retail,356,60000,0.137,18433680.0,12558075.937051991,5875604.062948009,0.3187428697334449,17567425.386811484
2025-06-11,Port Harcourt,Product A,Salesperson 2,SME,484,15000,0.058,6838920.0,4069029.1622713762,2769890.8377286238,0.40501875116664965,6462153.341963241
2025-06-11,Abuja,Product D,Salesperson 6,Corporate,349,45000,0.094,14228730.0,7972255.396203336,6256474.603796664,0.43970717019696515,15049655.627955534
2025-06-12,Port Harcourt,Product A,Salesperson 3,Corporate,244,15000,0.043,3502620.0,2516333.7674113233,986286.2325886767,0.28158527975877395,3238747.825222968
2025-06-12,Lagos,Product D,Salesperson 7,SME,114,45000,0.06,4822200.0,3363896.380194376,1458303.6198056238,0.3024145866628559,5138925.017491507
2025-06-12,Ibadan,Product A,Salesperson 2,Corporate,56,15000,0.027,817320.0,462658.89535321726,354661.10464678274,0.4339317582425277,791602.2430423287
2025-06-12,Lagos,Product E,Salesperson 5,SME,437,60000,0.076,24227280.0,16298312.393197142,7928967.606802858,0.3272743620746059,22215968.7922609
2025-06-14,Lagos,Product C,Salesperson 7,Retail,241,30000,0.129,6297330.0,4751335.631174364,1545994.3688256359,0.24549997678788246,6230642.140535684
2025-06-14,Ibadan,Product B,Salesperson 6,SME,210,22000,0.093,4190340.0,3167666.251051884,1022673.7489481159,0.24405507642532964,3918266.4751214823
2025-06-14,Ibadan,Product A,Salesperson 8,Retail,282,15000,0.133,3667410.0,2853845.2358548995,813564.7641451005,0.22183632703872774,4215609.985773741
2025-06-14,Port Harcourt,Product E,Salesperson 5,Retail,158,60000,0.033,9167160.0,6199141.643287442,2968018.3567125583,0.32376639621350106,9027214.639489478
2025-06-15,Lagos,Product C,Salesperson 1,SME,213,30000,0.031,6191910.0,4611156.729290557,1580753.270709443,0.2552933215614314,6534987.600145388
2025-06-15,Ibadan,Product D,Salesperson 1,Retail,431,45000,0.098,17494290.0,10610681.762663206,6883608.237336794,0.39347742819724574,17826601.431414865
2025-06-15,Lagos,Product E,Salesperson 5,Retail,326,60000,0.057,18445080.0,12184160.122665048,6260919.877334952,0.33943576700859807,20458331.79589318
2025-06-16,Abuja,Product E,Salesperson 1,Retail,407,60000,0.134,21147720.0,15055992.430646839,6091727.569353161,0.28805599702252355,19562917.107708838
2025-06-16,Kano,Product A,Salesperson 1,SME,206,15000,0.037,2975670.0,1694022.0305473255,1281647.9694526745,0.4307090401330371,3089371.6867644987
2025-06-17,Lagos,Product A,Salesperson 8,SME,305,15000,0.073,4241025.0,2826885.364745086,1414139.635254914,0.3334428906349088,4197629.53767287
2025-06-17,Abuja,Product E,Salesperson 3,SME,327,60000,0.027,19090260.0,13977138.487686794,5113121.512313206,0.26783928099005494,18175758.653008755
2025-06-17,Port Harcourt,Product D,Salesperson 2,SME,231,45000,0.146,8877330.0,6361646.82000689,2515683.17999311,0.2833828617380575,9200483.597378269
2025-06-17,Lagos,Product C,Salesperson 2,Retail,138,30000,0.145,3539700.0,2255521.613352855,1284178.3866471448,0.36279300128461306,3215289.1555955363
2025-06-17,Kano,Product C,Salesperson 5,Retail,200,30000,0.018,5892000.0,4123077.09152313,1768922.90847687,0.3002245262180703,6684219.475899779
2025-06-19,Ibadan,Product E,Salesperson 5,Corporate,365,60000,0.086,20016600.0,14806005.34779428,5210594.652205721,0.26031367226230834,20678887.882844154
2025-06-19,Lagos,Product A,Salesperson 3,Corporate,381,15000,0.006,5680710.0,3570858.7007218786,2109851.2992781214,0.3714062677514116,6323988.081126899
2025-06-19,Port Harcourt,Product D,Salesperson 8,Retail,196,45000,0.016,8678880.0,6459543.784068814,2219336.2159311865,0.25571689157255156,9391232.729428465
2025-06-19,Lagos,Product A,Salesperson 6,Retail,43,15000,0.055,609525.0,352979.2320856035,256545.76791439648,0.42089457842483324,555503.796047722
2025-06-20,Lagos,Product E,Salesperson 3,SME,65,60000,0.025,3802500.0,2423626.499310379,1378873.500689621,0.36262287986577807,3726460.44665299
2025-06-20,Port Harcourt,Product B,Salesperson 4,SME,68,22000,0.09,1361360.0,837026.0472795242,524333.9527204758,0.38515451660139555,1557422.9604086142
2025-06-21,Kano,Product B,Salesperson 5,Corporate,228,22000,0.042,4805328.0,3060922.62681372,1744405.37318628,0.36301483960850955,4894130.174214964
2025-06-21,Abuja,Product D,Salesperson 7,SME,475,45000,0.01,21161250.0,13624556.986042479,7536693.013957521,0.3561553790044313,20222767.800939564
2025-06-21,Ibadan,Product E,Salesperson 2,Retail,60,60000,0.127,3142800.0,1734400.961470018,1408399.038529982,0.44813511471617096,2948643.406764632
2025-06-22,Abuja,Product D,Salesperson 1,Corporate,226,45000,0.077,9386910.0,5203915.016858717,4182994.9831412826,0.4456200158669128,10572190.732143823
2025-06-22,Lagos,Product A,Salesperson 4,Retail,140,15000,0.0,2100000.0,1314773.0148595576,785226.9851404424,0.37391761197163925,2137947.5062726205
2025-06-22,Port Harcourt,Product A,Salesperson 2,SME,150,15000,0.032,2178000.0,1523659.766192383,654340.2338076171,0.30043169596309327,2185659.931130576
2025-06-23,Lagos,Product E,Salesperson 8,SME,357,60000,0.024,20905920.0,12156841.106023738,8749078.893976262,0.4184976740548257,23383814.00806413
2025-06-24,Abuja,Product C,Salesperson 1,SME,271,30000,0.039,7812930.0,4732331.196634836,3080598.8033651644,0.39429494483697725,7388398.077907945
2025-06-25,Lagos,Product B,Salesperson 4,Retail,368,22000,0.13,7043520.0,5170533.668793869,1872986.3312061308,0.2659162366552705,6549115.218107911
2025-06-25,Port Harcourt,Product C,Salesperson 6,Corporate,380,30000,0.015,11229000.0,6453228.339788986,4775771.660211014,0.4253069427563464,12107748.420876067
2025-06-26,Lagos,Product A,Salesperson 1,SME,363,15000,0.009,5395995.0,3141603.904392015,2254391.095607985,0.4177896932091273,5862078.230262034
2025-06-26,Lagos,Product C,Salesperson 4,SME,107,30000,0.029,3116910.0,2195597.0419404176,921312.9580595824,0.295585357953737,3335179.180035916
2025-06-26,Kano,Product D,Salesperson 3,SME,463,45000,0.064,19501560.0,14719184.409211632,4782375.590788368,0.24523041186389027,19773293.830258828
2025-06-27,Abuja,Product A,Salesperson 6,SME,31,15000,0.018,456630.0,348257.8898800686,108372.1101199314,0.23733024575680836,524840.6754203979
2025-06-27,Kano,Product E,Salesperson 6,Retail,498,60000,0.076,27609120.0,17152055.9779021,10457064.0220979,0.3787539777471321,28109273.79963247
2025-06-28,Kano,Product C,Salesperson 2,SME,186,30000,0.066,5211720.0,4019160.226920189,1192559.7730798111,0.22882268676748005,5309697.364612043
2025-06-28,Ibadan,Product C,Salesperson 6,Corporate,86,30000,0.14,2218800.0,1521057.2653836575,697742.7346163425,0.3144685120859665,2125105.025108045
2025-06-29,Kano,Product C,Salesperson 1,SME,31,30000,0.119,819330.0,586987.3163170427,232342.68368295731,0.2835764388988043,866309.346286042
2025-06-29,Kano,Product B,Salesperson 3,Corporate,306,22000,0.135,5823180.0,4407414.758969807,1415765.241030193,0.2431257905526178,6250831.311654581
2025-06-30,Kano,Product E,Salesperson 3,Corporate,490,60000,0.104,26342400.0,14579192.194156978,11763207.805843022,0.4465503449132585,24328591.77060644
2025-07-01,Port Harcourt,Product E,Salesperson 8,Retail,238,60000,0.001,14265720.0,9592086.580474883,4673633.419525117,0.3276128663344799,14654473.158072574
2025-07-01,Port Harcourt,Product B,Salesperson 8,Retail,350,22000,0.142,6606600.0,4153708.72902469,2452891.27097531,0.3712789136583583,6261090.496547293
2025-07-01,Ibadan,Product E,Salesperson 8,Retail,214,60000,0.064,12018240.0,8098071.173543213,3920168.826456787,0.32618493443772023,13278153.418807065
2025-07-01,Ibadan,Product D,Salesperson 6,SME,84,45000,0.097,3413340.0,2347823.321374948,1065516.6786250519,0.3121624797485899,3213445.436046507
2025-07-02,Ibadan,Product A,Salesperson 6,Corporate,391,15000,0.092,5325420.0,3628784.278871355,1696635.721128645,0.3185919084557922,5855959.593623887
2025-07-02,Lagos,Product B,Salesperson 6,Retail,328,22000,0.057,6804688.0,4487409.037406621,2317278.9625933794,0.3405415446811638,6701756.742470353
2025-07-03,Lagos,Product A,Salesperson 7,Corporate,343,15000,0.123,4512165.0,2922120.8029581644,1590044.1970418356,0.3523905258433226,4093120.26446902
2025-07-03,Abuja,Product B,Salesperson 3,Corporate,95,22000,0.091,1899810.0,1326691.381122616,573118.6188773841,0.30167154551106906,1829416.5553882362
2025-07-05,Abuja,Product D,Salesperson 1,Corporate,479,45000,0.049,20498805.0,15696222.064051997,4802582.935948003,0.23428599549817675,18491132.77758162
2025-07-05,Abuja,Product E,Salesperson 7,Retail,148,60000,0.093,8054160.0,5650289.173776763,2403870.8262232374,0.2984632570278263,8917827.493112776
2025-07-06,Ibadan,Product A,Salesperson 6,Retail,413,15000,0.098,5587890.0,3717683.1668776968,1870206.8331223032,0.33468927146423844,5951846.619723346
2025-07-06,Lagos,Product D,Salesperson 1,SME,362,45000,0.043,15589530.0,8638896.928370066,6950633.071629934,0.44585263774019707,17868998.206518747
2025-07-06,Port Harcourt,Product B,Salesperson 5,SME,212,22000,0.094,4225584.0,2512610.8842282863,1712973.1157717137,0.4053813900686186,4338091.442770604
2025-07-07,Port Harcourt,Product D,Salesperson 1,Corporate,236,45000,0.105,9504900.0,5902405.166019719,3602494.833980281,0.3790144908394913,10539102.72164057
2025-07-07,Lagos,Product D,Salesperson 4,Corporate,424,45000,0.055,18030600.0,10626739.637704533,7403860.362295467,0.41062750891792105,19032719.816521063
2025-07-08,Lagos,Product E,Salesperson 7,Retail,87,60000,0.138,4499640.0,3080731.4679203695,1418908.5320796305,0.3153382341875418,4606275.117817663
2025-07-09,Abuja,Product D,Salesperson 5,Retail,407,45000,0.045,17490825.0,12700535.165168108,4790289.834831892,0.27387443615906576,18182725.963396315
